what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343184568351
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1343184568421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343184574704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343184576552
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343184576740
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1343184577532
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1343184577547
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1343184577747
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1343184577750
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1343184577752
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1343184577754
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1343184577764
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1343184577766
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1343184577768
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1343184577771
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1343184577773
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1343184577777
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1343184577872
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1343184577875
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1343184577882
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1343184577882
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1343184577885
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1343184577889
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1343184577895
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1343184577895
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1343184577898
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1343184577900
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1343184577903
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1343184577905
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1343184577907
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1343184577909
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1343184577910
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1343184577912
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1343184577914
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1343184577914
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1343184577943
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1343184577976
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1343184611416
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1343184611419
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1343184611421
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1343184611422
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1343184611424
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1343184611426
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1343184611427
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1343184611429
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1343184611430
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1343184611432
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1343184611433
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1343184611435
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1343184611436
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1343184611437
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1343184611439
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1343184611440
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1343184611441
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1343184611442
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1343184611444
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1343184611446
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1343184611447
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1343184611449
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1343184611451
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1343184611453
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1343184611455
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1343184611456
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1343184611458
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1343184611460
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1343184611461
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1343184611463
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1343184611465
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1343184611466
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1343184611485
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1343184611487
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1343184611489
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1343184611491
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1343184611493
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1343184611494
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1343184611503
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1343184611505
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1343184611506
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1343184611507
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1343184611509
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1343184611509
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1343184611510
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1343184611512
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1343184611513
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1343184611515
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1343184611518
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1343184611519
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1343184611521
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1343184611523
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1343184611524
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1343184611527
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1343184611530
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1343184611533
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1343184611534
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1343184611536
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1343184611538
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1343184611541
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1343184611542
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1343184611543
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1343184611545
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1343184611547
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1343184611549
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1343184611552
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1343184611554
os,sysinfo,,,"win32",1343184611561
arch,sysinfo,,,"x86",1343184611561
ws,sysinfo,,,"win32",1343184611561
locale,sysinfo,,,"en_AU",1343184611561
processors,sysinfo,,,"2",1343184611561
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1343184611561
java.runtime.version,sysinfo,,,"1.6.0_33-b03",1343184611561
java.specification.name,sysinfo,,,"Java Platform API Specification",1343184611561
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1343184611561
java.specification.version,sysinfo,,,"1.6",1343184611561
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1343184611561
java.version,sysinfo,,,"1.6.0_33",1343184611561
java.vm.info,sysinfo,,,"mixed mode, sharing",1343184611561
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1343184611561
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1343184611561
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1343184611561
java.vm.specification.version,sysinfo,,,"1.0",1343184611561
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1343184611561
java.vm.version,sysinfo,,,"20.8-b03",1343184611561
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343184617372
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343184722498
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343184748402
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343184787067
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343184867628
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343184896518
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343184920172
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343184923221
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343185044025
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343185045724
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343185149166
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343185360652
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343185361037
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343185361409
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343185465215
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343185651365
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343185787311
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343185800035
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187666346
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187676487
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187678734
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187678988
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187680861
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187680917
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187731710
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187822385
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187824242
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187824278
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187828954
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187829025
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187910507
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187910544
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187912377
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187912596
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187935735
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187957325
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187958321
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187958360
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187959842
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187959920
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343187981685
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188026333
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188027592
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188027626
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188029232
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188029280
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188071706
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188093332
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188095434
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188095471
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188097075
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188097148
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188114373
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188114673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188122702
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188154327
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188157164
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188157196
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188158701
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343188158769
